			
			
			
DESCRIPTION	     PART NUMBER	UnitPrice	Currency
CVR RECORDER ASSY	980-6022-001	8500	USD
TRANSDUCER-PRESSURE	4133801030	11000	USD
FAN	605457-7	4500	USD
FAN	605457-7	4450	USD
FAN	605457-7	4250	USD
FAN	605457-7	5995	USD
FAN	605457-7	4000	USD
FAN	605457-7	3500	USD
FAN	605457-7	2400	USD
FAN	605457-7	2950	USD
FAN	605457-7	1300	USD
LIGHT ASSY-STROBE	30-2735-1	18139.56	USD
SWITCH-PRESSURE ALTITUDE	214C50-2	2475.15	USD
CHARGER	2-792-02	900	USD
FAN	605457-7	3000	USD
CVR RECORDER ASSY	980-6022-001	11500	USD
GENERATOR ASSY	739515C	40000	USD
ADAPTER ASSY	3079013-01	3800	USD
RADIO ALTIMETER TRANSCEIVER	822-0334-002	32000	USD
CHARGER	2-792-02	975	USD
ELEMENT, SENSING LOOP A ZONE B, RH ENG JET PIPE	26212000 	1500	USD
DELTA PRESSURE SENSOR	3876227-2	15950	USD
FAIRING	133614-2H034	420	USD
SUNSHADE ASSY	170-14458-990	1064.3	USD
FILTER	P196698	282.6	USD
DEMO OXY MASK	289-1002	36.42	USD
INSERT-THREADED, LUBE FTG	161W7010-1	7.74	USD
MASK ASSY	289-801-240	106.61	USD
Table	1002948-003CAB	290	USD
PANEL,GUIDANCE CONTROL	7022010-905 	47000	USD
PLATEN EXTENDED ASSY	3520-0561-07	438.33	USD
NUT	A35860-6	130.71	USD
VSV STAGE 1	P241P01	2193.43	USD
SENSOR	1150002-1	6709.96	USD
DELTA PRESSURE SENSOR	3876227-2	20920.7	USD
ACTUATOR-TWIN MOTOR	HTE190001-2	11258.96	USD
ACTUATOR-TWIN MOTOR	HTE190001-2 	11258.96	USD
MOTOR ASSY-CONVERTER L/H	90-0408-9	122856.74	USD
SPARE SEAT BELT	2006-1-921-8007	416	USD
ADF ANTENNA	622-7383-001	9995.12	USD
ADF ANTENNA	622-7383-001	9995.12	USD
ELEMENT-SENSING	35625-2-255	2392.44	USD
HANDLE - DUCT EXTRACTOR	98A21003002000	1447.11	USD
ELEMENT-SENSING	35625-2-255	3237.29	USD
ROLLER	2955530-1	33107.26	USD
HYDRAULIC LOCK	845946-401	2346.71	USD
HINGE AY	851905-401B	2755.01	USD
LENS AY	R1040900-004	1204.36	USD
ELT RESCU 406AFN2 (FIX)	51090414-1	31486.64	USD
BUSHING	190-32791-021	179.33	USD
BUSHING	190-32796-021	165.21	USD
VALVE-SOLENOID	C24782000-3	18555.5	USD
FLIGHT CONTROL COMPUTER	822-1604-101	519976.44	USD
FLIGHT CONTROL COMPUTER	822-1604-101	112100	USD
FLIGHT CONTROL COMPUTER	822-1604-101	67850	USD
FIRE DETECTOR	472582	18760.82	USD
LIGHT-LANDING	727-1213-03	19592.72	USD
SEAL, ROTATING AIR HPT FRONT	2410M50P02	811130.29	USD
CONTROLLER	622814-5	923493.09	USD
RESTRAINT ASSY	2100002-01-104	3750.13	USD
INSERT-THREADED, LUBE FTG	161W7010-1	30	USD
PIVOT-LOWER BACK	2D2013-3	322.04	USD
PIVOT-LOWER BACK	2D2013-3	231	USD
HARNESS J10	320-372-601-0	2500	USD
HARNESS J10	320-372-601-0	8200	USD
HARNESS J10	320-372-601-0	4950	USD
HARNESS J10	320-372-601-0	8500	USD
PANEL ASSY-ACOUSTICAL	340-082-501-0	8000	USD
HARNESS	325-025-401-0	24950	USD
HARNESS	325-025-401-0	23500	USD
RINSE VALVE ASSY	15800-358	1800	USD
RINSE VALVE ASSY	15800-358	5998	USD
RINSE VALVE ASSY	15800-358	5123.69	USD
RINSE VALVE ASSY	15800-358	2350	USD
RINSE VALVE ASSY	15800-358	2000	USD
RINSE VALVE ASSY	15800-358	1385	USD
PIVOT-LOWER BACK	2D2013-3	185	USD
INSERT-THREADED, LUBE FTG	161W7010-1	10.8	USD
INSERT-THREADED, LUBE FTG	161W7010-1	68.7	USD
STOP-SEAT PAN	2D2015-1	208.44	USD
STOP-SEAT PAN	2D2015-1	162.04	USD
ELEMENT, SENSING LOOP A ZONE B, RH ENG JET PIPE	26212000 	3600	USD
VALVE, SHUTOFF	3290104-1	4500	USD
VALVE, SHUTOFF	3290104-1	900	USD
ADAPTER ASSY	3079013-01	2500	USD
PIPE ASSY	D2905880010200	3200	USD
LIGHT ASSY-STROBE	30-2735-1	7250	USD
AIR ACCESSORY UNIT	65-52810-57	1750	USD
AIR ACCESSORY UNIT	65-52810-57	1750	USD
CHANGER RATIO ASSY	65-46370-27	43750	USD
CHANGER RATIO ASSY	65-46370-27	19500	USD
CREW OXYGEN MASK REGULATOR	MF10-03-11	5000	USD
Screw	NAS1581F3T2	4	USD
Screw	NAS1581F3T2	6.45	USD
ACTUATOR-IGV	3886188-3	8300	USD
ACTUATOR-IGV	3886188-3	11000	USD
PIPE ASSY	D2905880010200	4830	USD
VALVE	11290-2	1250	USD
HARNESS	46-3546-3	27016.45	USD
HARNESS ASSY	642W9814-503	9000	USD
HARNESS ASSY	642W9814-503	19950	USD
SEAT ASSY	3A226-0007-01-1	25000	USD
SEAT ASSY	3A226-0007-01-1	20300	USD
RAM AIR CHECK VALVE	41173C010000	5000	USD
"

HEATER, CHECK VALVE
"	4E3524-1	4350	USD
Li-Ion battery contains three polymer cells	011-E4860-01	10500	USD
SEAT ASSY	3A226-0007-01-1	17000	USD
EXTINGUISHER ASSY-FIRE	473957-4	36100	USD
EXTINGUISHER ASSY-FIRE	473957-4	24000	USD
EXTINGUISHER ASSY-FIRE	473957-4	22500	USD
EXTINGUISHER ASSY-FIRE	473957-4	26000	USD
EXTINGUISHER ASSY-FIRE	473957-4	28000	USD
LENS - MIRROR LIGHT	0FL1200A05G02	972	USD
CARTRIDGE, FUEL BOOST PUMP	226114−3	5740	USD
CARTRIDGE, FUEL BOOST PUMP	226114−3	7995	USD
CARTRIDGE, FUEL BOOST PUMP	226114−3	8000	USD
HOLDER TRANSDUSER	4133801060	1290	USD
WHEEL PRESSURE TRANSDUCER HOLDER	4133801060	1290	USD
DAMPER, FLUTTER	1023100−7	4000	USD
RINSE VALVE ASSY	15800-358	2155	USD
DAMPER, FLUTTER	1023100−7	3100	USD
DAMPER, FLUTTER	1023100−7	1650	USD
DAMPER, FLUTTER	1023100−7	6750	USD
MMR RECEIVER	69002602-0201	143000	USD
ACTUATOR-IGV	3886188-3	11000	USD
RINSE VALVE ASSY	15800-358	2000	USD
RAT STOW PANEL	5908281	4880	USD
VALVE AY	4163DA	2000	USD
VALVE AY	4163DA	3995	USD
VALVE AY	4163DA	3500	USD
VALVE AY	4163DA	1850	USD
VALVE AY	4163DA	600	USD
VALVE-CONTROL, PARKING BRAKE ELECTR 	D24001000	55000	USD
RADIO ALTIMETER ANTENNA 	S67-2002-45	1450	USD
RADIO ALTIMETER ANTENNA 	S67-2002-45	1300	USD
OXYGEN BOTTLE	5500-C1A-BF23A	1350	USD
OXYGEN BOTTLE	5500-C1A-BF23A	1350	USD
OXYGEN BOTTLE	5500-C1A-BF23A	1350	USD
OXYGEN BOTTLE	5500-C1A-BF23A	1350	USD
OXYGEN BOTTLE	5500-C1A-BF23A	1650	USD
CYLINDER, OXYGEN	89793050	6500	USD
CYLINDER, OXYGEN	89793050	4500	USD
HARNESS	325-025-401-0	21500	USD
FUSE	779-435-72 	376	USD
VALVE AY	4163DA	5995	USD
CARTRIDGE, FUEL BOOST PUMP	226114−3	8750	USD
CARTRIDGE, FUEL BOOST PUMP	226114−3	8000	USD
RADIO ALTIMETER ANTENNA 	S67-2002-45	2195	USD
RADIO ALTIMETER ANTENNA 	S67-2002-45	2410	USD
SENSOR-PRESSURE	9104A0005-01	2000	USD
INSC ILLUM ASSY - EXTERNAL LIGHTS	800-008844-1	1215	USD
MMR RECEIVER	69002602-0201	85000	USD
CHANGER RATIO ASSY	65-46370-27	25000	USD
RADIO ALTIMETER TRANSCEIVER	822-0334-002	30000	USD
INSC ILLUM ASSY - EXTERNAL LIGHTS	800-008844-1	820	USD
EXTINGUISHER ASSY-FIRE	473957-4	25995	USD
EXTINGUISHER ASSY-FIRE	473957-4	25995	USD
DAMPER, FLUTTER	1023100−7	4600	USD
POWER CONTROL UNIT ASSY	P665A0001-01	86900	USD
POWER CONTROL UNIT ASSY	P665A0001-03	86900	USD
POWER CONTROL UNIT ASSY	P665A0001-02	86900	USD
POWER CONTROL UNIT ASSY	P665A0001-01	84000	USD
POWER CONTROL UNIT ASSY	P665A0001-03	84000	USD
POWER CONTROL UNIT ASSY	P665A0001-02	84000	USD
GASKET - METAL GASKET	1467M53P01	27.12	USD
ELPU BATTERY NICAD CHARGED	3301-31 	1119.16	USD
Battery	P4-01-1003-001	116.05	USD
ACTIVE GPS ANTENNA	071-50029-5510	8694.36	USD
ACTIVE GPS ANTENNA	071-50029-5510	7800	USD
MMR RECEIVER	69002602-0201	86250	USD
MMR RECEIVER	69002602-0201	97750	USD
MMR RECEIVER	69002602-0201	103500	USD
MMR RECEIVER	69002602-0201	113850	USD
MMR RECEIVER	69002602-0201	88147.5	USD
MMR RECEIVER	69002602-0201	97750	USD
VALVE	11290-2	3200	USD
TIRE MLG	382K02-1	4520.14	USD
TIRE MLG	382K02-1	5270	USD
TIRE MLG	382K02-1	4326.43	USD
SPACER	1L500407-99	733.81	USD
FUEL QUANTITY PROBE	020-240-009	1500	USD
DETECToR ASSY- FIRE	472584	1200	USD
SEAL, CONE ASSY, REAR SPINNER	335-350-701-6	2590	USD
MODULE AIR SEPARTION	V55000-84	47500	USD
ACTUATOR-IGV, COMPRESSOR, APU	3886188-3	8300	USD
ACTUATOR-IGV, COMPRESSOR, APU	3886188-3	11000	USD
PANEL, REFUEL DEFUEL (METRIC) 	798−114−6 	11500	USD
PANEL, REFUEL DEFUEL (METRIC) 	798−114−6 	7500	USD
PANEL, REFUEL DEFUEL (METRIC) 	798−114−6 	4500	USD
FUEL QUANTITY PROBE	020-240-009	5000	USD
TRANSMITTER-QUANTITY	019-012-003	3999	USD
TRANSMITTER-QUANTITY	019-012-003	18000	USD
TRANSMITTER-QUANTITY	019-012-003	8000	USD
T.E. FLAP POSITION TRANS XMTR	18-1958-20	3999	USD
T.E. FLAP POSITION TRANS XMTR	18-1958-20	5000	USD
T.E. FLAP POSITION TRANS XMTR	18-1958-20	6000	USD
T.E. FLAP POSITION TRANS XMTR	18-1958-20	44438.67	USD
PROBE-FUEL QUANTITY, NO2	0212KTU16	500	USD
PROBE-FUEL QUANTITY, NO2	0212KTU16	1500	USD
PROBE-FUEL QUANTITY, NO2	0212KTU16	1955	USD
ELEMENT ASSY, SELF CLOSING	2980192100110 / 10010979	1574.11	USD
ELEMENT ASSY, SELF CLOSING	2980192100110 / 10010979	1660	USD
ELEMENT ASSY, SELF CLOSING	2980192100110 / 10010979	685	USD
PANEL	D72D41009-111	16995	USD
COUPLING,QUICK DISCONNECT	AE99119G	1776.09	USD
ANTENNA, RADIO ALTIMETER	S67-2002	3177.5	USD
ANTENNA, RADIO ALTIMETER	S67-2002	1065	USD
CONVERTER, OZONE (VF1958)	GG431-2001-3	14250	USD
Li-Ion battery contains three polymer cells	011-E4860-01	10500	USD
Battery Pack EFB	011-E4860-00 	10500	USD
DETECToR ASSY- FIRE	472584	2200	USD
PANEL, REFUEL DEFUEL (METRIC) 	798−114−6 	11500	USD
TRANSMITTER-QUANTITY	019-012-003	3000	USD
 INTEGRATED PITOT/STATIC/AOA SENSOR 	2015G2H2H-9A	55000	USD
T.E. FLAP POSITION TRANS XMTR	18-1958-20	3000	USD
MDC-3110	822-1987-005	25000	USD
LATCH	0FV0000A10G01	973.62	USD
ADAPTIVE FLIGHT DISPLAY - AFD	822-2332-100	410000	USD
PBE	E28180-20-0006	1922.4	USD
BATTERY REPLACEMENT KIT	S1820516-99	982.25	USD
FILTER	1740473-07	164.23	USD
RINSE VALVE ASSY	15800-358	1650	USD
"MODULE ASSY-FLAP/SLAT ELECTRONICS UNIT
	

"	285W0023-2	22500	USD
"MODULE ASSY-FLAP/SLAT ELECTRONICS UNIT
	

"	285W0023-2	16335	USD
MDC-3110	822-1987-005	29500	USD
MDC-3110	822-1987-005	7500	USD
LIGHT STROBOSCOPE, RED	30-2721-1	54625	USD
DETECToR ASSY- FIRE	472584	11500	USD
REGULATOR - PRESSURE - OXY 	RCF67-06	7500	USD
 INTEGRATED PITOT/STATIC/AOA SENSOR 	2015G2H2H-9A	47000	USD
FAUCET	2980332100000	3500	USD
PROBE ASSY	0871DL6	15730	USD
SPACER	1L500407-99	905	USD
SPACER	1L500407-99	500	USD
HOLDER TRANSDUSER	4133801060	1216.31	USD
WHEEL PRESSURE TRANSDUCER HOLDER	4133801060	1216.31	USD
OVERHEAT DETECTOR CARD	472266-01	3500	USD
PTU	4101002-11	18000	USD
PTU	4101002-11	43750	USD
PTU	4101002-11	24000	USD
PTU	4101002-11	12000	USD
HSTA	251A4510-10 	187500	USD
HSTA	251A4510-10 	90000	USD
MASK-CREW OXYGEN	MC10-08-109	7125	USD
MASK-CREW OXYGEN	MC10-08-109	3500	USD
 TIRE	419K62T2 	2900	USD
 TIRE	419K62T2 	2400	USD
NGS OZONE CONVERTER	2341926-1 	34500	USD
VALVE ASSY	14330-050	4500	USD
VALVE ASSY	14330-050	3200	USD
VALVE ASSY	14330-050	4400	USD
VALVE ASSY	14330-050	7500	USD
VALVE ASSY	14330-050	1050	USD
PUMP, WATER, WARM WATER WASH SYSTEM	83427	6750	USD
PUMP, WATER, WARM WATER WASH SYSTEM	83427	3490	USD
PUMP, WATER, WARM WATER WASH SYSTEM	83427	9995	USD
ANTENNA-VHF	2438-89-00	2500	USD
ANTENNA-VHF	2438-89-00	2950	USD
ANTENNA-VHF	2438-89-00	2200	USD
ANTENNA-VHF	2438-89-00	2250	USD
ANTENNA-VHF	2438-89-00	2100	USD
ANTENNA-VHF	2438-89-00	1990	USD
AIR BUTTERFLY VALVE	V2T152D	850	USD
AIR BUTTERFLY VALVE	V2T152D	1850	USD
AIR BUTTERFLY VALVE	V2T152D	2500	USD
SEAT ASSY	A425400467-704	1205	USD
SEAT ASSY	A425400467-704	1020	USD
FCU - FUEL CONTROL UNIT   	441921-5	161000	USD
UPLOCK DOOR, MLG   	201122008	4063	USD
UPLOCK DOOR, MLG   	201122008	5480	USD
SWITCH-PRESSURE	HTE690047	800	USD
SWITCH-PRESSURE	HTE690047	600	USD
SWITCH-PRESSURE	HTE690047	1000	USD
SWITCH-PRESSURE	HTE690047	2360	USD
ANTENNA-VHF	2438-89-00	4823.97	USD
SEAT ASSY	A425400467-704	1807.5	USD
ADAPTER ASSY	3079013-01	7000	USD
EFD−4076, ELECTRONIC FLIGHT DISPLAY	622-9810-016	6900	USD
Guide and Spring 	548712 	255	USD
BUSHING	BACB28W7E025	50.95	USD
PUMP, WATER, WARM WATER WASH SYSTEM	83427	5550	USD
VALVE ASSY	14330-050	4500	USD
MASK-CREW OXYGEN	MC10-08-109	2500	USD
ANTENNA-VHF	2438-89-00	1895	USD
UNIT - APU IGNITION (TX216)	3876280-1	17000	USD
ANTENNA-VHF	2438-89-00	3790.25	USD
FCU - FUEL CONTROL UNIT   	441921-5	140000	USD
NGS OZONE CONVERTER	2341926-1 	24000	USD
RELAY	E0218UXX300A	426.21	USD
Transit pin	BA23160-1	33.14	USD
PACKING-PREFORMED	M83485-1-020	9.47	USD
PIN-COTTER	MS24665-151	0.1	USD
GASKET IGNITOR PLAG	M677	11.68	USD
PACKING	M25988/2-138	3.82	USD
PACKING	M83248/1-227 	15.33	USD
PACKING,PREFMD	M83248-1-175	9.37	USD
NGS OZONE CONVERTER	2341926-1 	31250	USD
NGS OZONE CONVERTER	2341926-1 	29900	USD
AIR BUTTERFLY VALVE	V2T152D	8300	USD
 TIRE	419K62T2 	1850	USD
 TIRE	419K62T2 	2250	USD
 TIRE	419K62T2 	1775	USD
VALVE	692545-3	7500	USD
SWITCH-PRESSURE	HTE690047	1995	USD
PTU	4101002-11	16500	USD
SNUBBING RING ASSY S STRUT	201042448	4150	USD
HSTA	251A4510-10 	69750	USD
FCU - FUEL CONTROL UNIT   	441921-5	138000	USD
FCU - FUEL CONTROL UNIT   	441921-5	145000	USD
FCU - FUEL CONTROL UNIT   	441921-5	157500	USD
VALVE ASSY, CHECK, FILL	585-900-009	13995	USD
HSTA	251A4510-10 	71500	USD
TCC ACTUATOR	811149-1	41500	USD
SEAL ASSEMBLY (TUBE DIAPHRAGM)	29-1211040-00	2920	USD
SEAL - DYNAMIC GLAND ASSEMBLY	"

29-2109020-00
"	4037	USD
VALVE ASSY	14330-050	1500	USD
BOLT	NAS1203-4	50.36	USD
BOLT	NAS1203-4	3.42	USD
FILTER	7511283 	435.89	USD
FILTER	7511283 	65	USD
T.E. FLAP POSITION TRANS XMTR	18-1958-20	5500	USD
FILTER	7511283 	212.18	USD
FILTER	7511283 	311.66	USD
NGS OZONE CONVERTER	2341926-1 	28500	USD
HSTA	251A4510-10 	71000	USD
DOOR	04G1075-202	7650	USD
FRAME DEPRESSOR	04G0415-204	27750	USD
WHEEL ASSY, MLG	5012373	120000	USD
BATTERY	RG-390E	4150	USD
PACKING-PREFORMED	37B201714P130	43	USD
PACKING	VL1041HS2-14	0.76	USD
PACKING	VL1041HS2-14	18	USD
FILTER	AB0469658	483	USD
FILTER	AB0469658	572.97	USD
BATTERY PACK	8ES360000-00	1320	USD
DISC, SAFETY 	6364-00	6.71	USD
DECAL, INSTRUCTION	10009072	15.14	USD
PLATE, IDENTIFICATION	10013825	76.42	USD
SEAL	AS1895-7-225	24.04	USD
SEAL	AS1895-7-225	20.35	USD
BOLT	NAS7604U3	3.6	USD
MASK-CREW OXYGEN	MC10-08-109	4750	USD
MASK-CREW OXYGEN	MC10-08-109	4400	USD
MASK-CREW OXYGEN	MC10-08-109	4495	USD
HSTA	251A4510-10 	85000	USD
HSTA	251A4510-10 	71500	USD
PTU	4101002-11	16500	USD
TRANSFER UNIT-HYD POWER	4101002-11	16500	USD
PTU	4101002-11	13250	USD
TRANSFER UNIT-HYD POWER	4101002-11	13250	USD
STOP	D5227943000700 	450	USD
 INTEGRATED PITOT/STATIC/AOA SENSOR 	2015G2H2H-9A	62000	USD
EXCHANGER-HEAT	2341924-2	90000	USD
ANTENNA-VHF	2438-89-00	2495	USD
Guide and Spring 	548712 	95	USD
VALVE ASSY	14330-050	4000	USD
LATCH ASSY	9781-2	11500	USD
HOUSING, FCU	18486	690	USD
FUEL PUMP	2043M12P05	44000	USD
ARM REST	300117-001A	144	USD
OXYGEN GENERATOR	E71740-00	1125	USD
UPLOCK DOOR, MLG   	201122008	5750	USD
UPLOCK DOOR, MLG   	201122008	6050	USD
EFD−4076, ELECTRONIC FLIGHT DISPLAY	622-9810-016	15000	USD
NGS OZONE CONVERTER	2341926-1 	23000	USD
PTU	4101002-11	16500	USD
TRANSFER UNIT-HYD POWER	4101002-11	16500	USD
ASSY HEATER TANK,	3520-0551-01	671.55	USD
ASSY HEATER TANK,	3520-0551-01	255.65	USD
ASSY HEATER TANK,	3520-0551-01	269.11	USD
Guide and Spring 	548712 	125.41	USD
FILTER	7511283 	237.08	USD
PANEL, REFUEL DEFUEL (METRIC) 	798−114−6 	7500	USD
HSTA	251A4510-10 	69750	USD
MMR RECEIVER	69002602-0201	89000	USD
NGS OZONE CONVERTER	2341926-1 	36300	USD
FCU - FUEL CONTROL UNIT   	441921-5	78650	USD
VALVE ASSY	14330-050	2735.04	USD
HEADREST STOP	180300-1B0-0	650	USD
HEADREST STOP	180300-1B0-0	704.42	USD
HEADREST STOP	180300-1B0-0	503.66	USD
PLATE, IDENTIFICATION	5057-09	69.7	USD
GASKET	21217-13	97.92	USD
overhaul kit for 5500	28022-00	441.65	USD
SEAL-KINK,UPR	D5758646500100	2730	USD
WASHER, FLAT	5511-00	18.42	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	3500	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	2950	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	3250	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	2800	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	5500	USD
WASHER, SPRING	22445-01	52.35	USD
SCREW, DRIVE	MS21318-7	5.05	USD
SCREW, DRIVE	MS21318-7	6.04	USD
FITTING	740-0134-509	3890	USD
FITTING	740-0134-509	5835	USD
RING - FLUSH ASSY	15801-112	350	USD
RING - FLUSH ASSY	15801-112	453.45	USD
WINDOW-FIXED (LH)	NH25216-349	8750	USD
WINDOW-FIXED (LH)	NH25216-349	18500	USD
SEAL	D5764002500500	360	USD
SCREW	1651M94P03	499	USD
OUTLET-AIR,INDIVIDUAL	2966-01	650	USD
SCREW	1651M94P03	490	USD
OUTLET-AIR,INDIVIDUAL	2966-01	1390	USD
Guide and Spring 	548712 	120	USD
SEAL	D5764002500500	705	USD
CONDITIONER, ENGINE VIBRATION SIGN	601-50910-19	10000	USD
CONDITIONER, ENGINE VIBRATION SIGN	601-50910-19	5000	USD
SEAL-KINK,UPR	D5758646500100	1950	USD
BOLT	NAS6603-56	152.44	USD
batterie	1096801-2	10500	USD
DRIVE UNIT ASSY-ANT	622-5135-802	12500	USD
SHIM TURBINE PLENUM	3844584-7	402.27	USD
RIVET	BACR15GF5D12	1.9	USD
ACTUATOR ASSEMBLY, PROP	790180-2	55000	USD
TRANSFER TUBE 	814829-1 	9500	USD
Bearing	KP4R16FS428	105	USD
ANTENNA-VHF	2438-89-00	3965	USD
Under Water Locator Beacon	       266-E5542-00	2900	USD
Under Water Locator Beacon	       266-E5542-00	4650	USD
Under Water Locator Beacon	       266-E5542-00	5500	USD
IGNITER PLUG-GAS TURBINE ENGINE	1018328	7390	USD
AFT PASS DOOR CABLE GUIDE	170-68853-401	1090	USD
FWD PASS DOOR CABLE GUIDE	170-68344-401	384	USD
AFT PASS DOOR CABLE GUIDE	170-68853-401	500	USD
FWD PASS DOOR CABLE GUIDE	170-68344-401	822.17	USD
CONDITIONER, ENGINE VIBRATION SIGN	601-50910-19	9000	USD
RING - FLUSH ASSY	15801-112	980	USD
WINDOW-FIXED (LH)	NH25216-349	10000	USD
DITCHING DAM BAG	4MA1025-10	4000	USD
DITCHING DAM BOTTLE	410870-5	8500	USD
BATTERY NICAD	18550	15525	USD
HOLDER LAMP	4225-11	67.82	USD
HOLDER, LAMP	4231-10	58.67	USD
TAPE	2372-14	345.45	USD
NET ASSY	453A1810-11	414.07	USD
HOSE, FLEX (.375 I/D X .500 O/D)	 D8420424 	65	USD
FWD PASS DOOR FLAX CABLE	170-68351-403	5400	USD
NIC PROCESSOR MODULE WITH CF MEM	7038231-1902	90701	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	20000	USD
WASHER, FLAT	5511-00	16.71	USD
RING - FLUSH ASSY	15801-112	1198.76	USD
FWD PASS DOOR FLAX CABLE	170-68351-403	8483.25	USD
FLEXBALL CABLE	170-84031-403	6000	USD
FWD PASS DOOR CABLE GUIDE	170-68344-401	972.98	USD
AFT PASS DOOR CABLE GUIDE	170-68853-401	973.89	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	4000	USD
WINDOW-FIXED (LH)	NH25216-349	15000	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	4250	USD
PLUG ASSY - HIGH ENERGY IGNITER	A211-25	355	USD
WINDOW-FIXED (LH)	NH25216-349	14250	USD
SENSOR-LOW OIL QTY	3876211-3	36815	USD
MASK-CREW OXYGEN	MC10-08-109	5200	USD
PRIMARY ACTUATOR CONTROL UNIT	7028273-802 	50000	USD
PRIMARY ACTUATOR CONTROL UNIT	7028273-802	50000	USD
CARTRIDGE	30903931	698	USD
CARTRIDGE	30903933	682	USD
CARTRIDGE	30903959	1620	USD
RING, SEALING TURBINE	3075036-01	1132.36	USD
Filter element	05-01-0001	1742.82	USD
LINE ASSY, OXYGEN SENSE	804710-04	950	USD
CLAMSHELL	CA62505-56BL	101.58	USD
CLAMSHELL	CA62505-56BL	169.96	USD
WIRE, ELECT	DSC201-22-9	7	USD
TUBE	340-138-401-0	1325	USD
CONTROL ASSY-CABLE	9633502-2001	10200	USD
CARTRIDGE FIRE EXTINGUISHER	446384-1	2094.15	USD
CARTRIDGE FIRE EXTINGUISHER	446384-1	1804	USD
CARTRIDGE FIRE EXTINGUISHER	446384-1	3885.21	USD
LENS	102STDWLUC	13.09	USD
RING, SEALING TURBINE	3075036-01	1110.67	USD
COMPENSATOR 	20202-02	24977.5	USD
FUEL CONTROL UNIT	779100-10	66000	USD
RING, SEALING TURBINE	3075036-01	1017.97	USD
RING, SEALING TURBINE	3075036-01	695	USD
CONTROL ASSY-CABLE	9633502-2001	5950	USD
LINE ASSY, OXYGEN SENSE	804710-04	475	USD
Filter element	05-01-0001	625	USD
CONNECTOR	CBC-6-33-1	55.82	USD
FLUSH VALVE	14330-050	4500	USD
FLUSH VALVE	14330-050	3200	USD
FLUSH VALVE	14330-050	4400	USD
FLUSH VALVE	14330-050	7500	USD
FLUSH VALVE	14330-050	1050	USD
FLUSH VALVE	14330-050	4500	USD
FLUSH VALVE	14330-050	1500	USD
FLUSH VALVE	14330-050	4000	USD
FLUSH VALVE	14330-050	2735.04	USD
NUT	NAS509-6	5.11	USD
LOCKING DEVICE	NAS1193K6CP	14.45	USD
FILTER ELEMENT	727604-4	64.72	USD
RING	C11236-113B	1.7	USD
LIGHT	D72D70360-111	665.18	USD
CONTACT	M39029/58-360	2.14	USD
CONTACT	M39029/58-360	1.04	USD
BATTERY	P2-07-0021-002	53.73	USD
CONNECTOR	MS24266R16B10SN	26.57	USD
ELEMENT-FILTER	RG34043-1	1502.56	USD
ELEMENT-FILTER	RG34043-1	216.14	USD
CARTRIDGE-FILTER ELEMENT	137847-1	270.25	USD
GASKET	AS1895/7-300	24.4	USD
SEAL	AS1895-7-400	28.09	USD
PACKING	AS568-275S59-70WE	34.15	USD
O-RING	M25988-1-124	9.24	USD
O-RING	M25988-1-125	8.4	USD
O-RING	M25988-1-131	21.42	USD
PACKING	M25988-1-135	23.6	USD
PACKING	M25988-1-244	8.6	USD
SELF-LOCKING NUT	MS21043-6	2.67	USD
SCREW	NAS1351-3-10P	2.26	USD
SCREW	NAS1351-3-10P	1.97	USD
GASKET	J1215P17	34.07	USD
INSTALLATION TOOL - TIE	PANDUIT GS4MT	1988.18	USD
CARTRIDGE	30903931	714	USD
CARTRIDGE	30903933	698	USD
CARTRIDGE	30903959	1659.65	USD
CARTRIDGE FIRE EXTINGUISHER	446384-1	1729.95	USD
SWITCH, PRESSURE PNEUMATIC	3171626-3	9134.65	USD
SSFDR-SOLID STATE FLIGHT DATA RECORDER	980-4700-042	4950	USD
EXCHANGER-HEAT	2341924-2	96000	USD
MCDU	4077880-982	9500	USD
WXR SINGLE ANT PEDESTAL	622-5135-802	35000	USD
DRIVE UNIT ASSY-ANT	622-5135-802	35000	USD
CONTROL ASSY-CABLE	9633502-2001	10200	USD
SENSOR-AIR GND MLG	80-207-01	1800	USD
NUT PLATE	NAS1791A3-1	53.63	USD
CLAMP	14C33-08	237.71	USD
CLAMP	14C33-08	350	USD
CLAMP	14C33-08	85.26	USD
CLAMP	14C33-08	127.72	USD
CLAMP	14C33-08	176.5	USD
ACCUMULATOR-BRAKE	088256-04644	10000	USD
ACCUMULATOR-BRAKE	088256-04644	10000	USD
HINGE	FA259-50950-012	205	USD
ACCUMULATOR-BRAKE	088256-04644	9250	USD
VALVE	71404-1	3550	USD
HINGE	FA259-50950-012	585	USD
VALVE-SAFETY	1905A0000-01	1150	USD
RELAY GND SERVICE BUS CHG OVER	E0744ZZZ28D	1490	USD
